Year,Format,Country,From,Score_type,Score,N_score
1973,Final,Switzerland,Spain,Jury,7,7.875
1973,Final,Switzerland,United Kingdom,Jury,7,7.875
1973,Final,Switzerland,Yugoslavia,Jury,6,6.5
1973,Final,Switzerland,Luxembourg,Jury,6,6.5
1973,Final,Switzerland,Monaco,Jury,5,5.125
1973,Final,Switzerland,Finland,Jury,4,3.75
1973,Final,Switzerland,Germany,Jury,4,3.75
1973,Final,Switzerland,Italy,Jury,4,3.75
1973,Final,Switzerland,Belgium,Jury,3,2.375
1973,Final,Switzerland,Sweden,Jury,3,2.375
1973,Final,Switzerland,Israel,Jury,3,2.375
1973,Final,Switzerland,Portugal,Jury,3,2.375
1973,Final,Switzerland,France,Jury,2,1.0
1973,Final,Yugoslavia,Spain,Jury,8,9.25
1973,Final,Yugoslavia,Switzerland,Jury,6,6.5
1973,Final,Yugoslavia,Ireland,Jury,5,5.125
1973,Final,Yugoslavia,Finland,Jury,5,5.125
1973,Final,Yugoslavia,Monaco,Jury,5,5.125
1973,Final,Yugoslavia,United Kingdom,Jury,4,3.75
1973,Final,Yugoslavia,Germany,Jury,4,3.75
1973,Final,Yugoslavia,Luxembourg,Jury,4,3.75
1973,Final,Yugoslavia,Netherlands,Jury,4,3.75
1973,Final,Yugoslavia,Israel,Jury,4,3.75
1973,Final,Yugoslavia,France,Jury,4,3.75
1973,Final,Yugoslavia,Belgium,Jury,3,2.375
1973,Final,Yugoslavia,Portugal,Jury,3,2.375
1973,Final,Yugoslavia,Norway,Jury,2,1.0
1973,Final,Yugoslavia,Sweden,Jury,2,1.0
1973,Final,Yugoslavia,Italy,Jury,2,1.0
1973,Final,Italy,Switzerland,Jury,7,7.875
1973,Final,Italy,Spain,Jury,5,5.125
1973,Final,Italy,Norway,Jury,5,5.125
1973,Final,Italy,United Kingdom,Jury,5,5.125
1973,Final,Italy,Yugoslavia,Jury,5,5.125
1973,Final,Italy,Monaco,Jury,5,5.125
1973,Final,Italy,Germany,Jury,5,5.125
1973,Final,Italy,Belgium,Jury,5,5.125
1973,Final,Italy,Luxembourg,Jury,5,5.125
1973,Final,Italy,Sweden,Jury,5,5.125
1973,Final,Italy,France,Jury,5,5.125
1973,Final,Italy,Netherlands,Jury,4,3.75
1973,Final,Italy,Israel,Jury,4,3.75
1973,Final,Italy,Ireland,Jury,4,3.75
1973,Final,Italy,Portugal,Jury,3,2.375
1973,Final,Italy,Finland,Jury,2,1.0
1973,Final,Luxembourg,Switzerland,Jury,10,12.0
1973,Final,Luxembourg,France,Jury,10,12.0
1973,Final,Luxembourg,United Kingdom,Jury,10,12.0
1973,Final,Luxembourg,Yugoslavia,Jury,9,10.625
1973,Final,Luxembourg,Netherlands,Jury,9,10.625
1973,Final,Luxembourg,Italy,Jury,9,10.625
1973,Final,Luxembourg,Sweden,Jury,8,9.25
1973,Final,Luxembourg,Israel,Jury,8,9.25
1973,Final,Luxembourg,Portugal,Jury,8,9.25
1973,Final,Luxembourg,Ireland,Jury,8,9.25
1973,Final,Luxembourg,Norway,Jury,8,9.25
1973,Final,Luxembourg,Monaco,Jury,7,7.875
1973,Final,Luxembourg,Germany,Jury,7,7.875
1973,Final,Luxembourg,Belgium,Jury,6,6.5
1973,Final,Luxembourg,Spain,Jury,6,6.5
1973,Final,Luxembourg,Finland,Jury,6,6.5
1973,Final,Sweden,Switzerland,Jury,9,10.625
1973,Final,Sweden,Norway,Jury,8,9.25
1973,Final,Sweden,Finland,Jury,8,9.25
1973,Final,Sweden,Spain,Jury,7,7.875
1973,Final,Sweden,United Kingdom,Jury,7,7.875
1973,Final,Sweden,Yugoslavia,Jury,6,6.5
1973,Final,Sweden,Luxembourg,Jury,6,6.5
1973,Final,Sweden,Netherlands,Jury,6,6.5
1973,Final,Sweden,Ireland,Jury,5,5.125
1973,Final,Sweden,Monaco,Jury,5,5.125
1973,Final,Sweden,Germany,Jury,5,5.125
1973,Final,Sweden,Italy,Jury,5,5.125
1973,Final,Sweden,Israel,Jury,5,5.125
1973,Final,Sweden,Belgium,Jury,4,3.75
1973,Final,Sweden,France,Jury,4,3.75
1973,Final,Sweden,Portugal,Jury,4,3.75
1973,Final,Netherlands,Luxembourg,Jury,7,7.875
1973,Final,Netherlands,France,Jury,6,6.5
1973,Final,Netherlands,Ireland,Jury,5,5.125
1973,Final,Netherlands,Norway,Jury,5,5.125
1973,Final,Netherlands,Spain,Jury,5,5.125
1973,Final,Netherlands,Yugoslavia,Jury,5,5.125
1973,Final,Netherlands,Germany,Jury,5,5.125
1973,Final,Netherlands,Switzerland,Jury,5,5.125
1973,Final,Netherlands,Italy,Jury,4,3.75
1973,Final,Netherlands,Finland,Jury,4,3.75
1973,Final,Netherlands,Monaco,Jury,4,3.75
1973,Final,Netherlands,Belgium,Jury,4,3.75
1973,Final,Netherlands,Sweden,Jury,3,2.375
1973,Final,Netherlands,United Kingdom,Jury,3,2.375
1973,Final,Netherlands,Israel,Jury,2,1.0
1973,Final,Netherlands,Portugal,Jury,2,1.0
1973,Final,Ireland,Spain,Jury,7,7.875
1973,Final,Ireland,Belgium,Jury,7,7.875
1973,Final,Ireland,Norway,Jury,6,6.5
1973,Final,Ireland,Monaco,Jury,6,6.5
1973,Final,Ireland,Luxembourg,Jury,6,6.5
1973,Final,Ireland,Netherlands,Jury,6,6.5
1973,Final,Ireland,Sweden,Jury,5,5.125
1973,Final,Ireland,Italy,Jury,5,5.125
1973,Final,Ireland,United Kingdom,Jury,5,5.125
1973,Final,Ireland,Yugoslavia,Jury,5,5.125
1973,Final,Ireland,Switzerland,Jury,5,5.125
1973,Final,Ireland,Israel,Jury,4,3.75
1973,Final,Ireland,France,Jury,4,3.75
1973,Final,Ireland,Germany,Jury,4,3.75
1973,Final,Ireland,Finland,Jury,3,2.375
1973,Final,Ireland,Portugal,Jury,2,1.0
1973,Final,United Kingdom,Luxembourg,Jury,10,12.0
1973,Final,United Kingdom,Netherlands,Jury,10,12.0
1973,Final,United Kingdom,Ireland,Jury,9,10.625
1973,Final,United Kingdom,Finland,Jury,9,10.625
1973,Final,United Kingdom,Sweden,Jury,9,10.625
1973,Final,United Kingdom,Israel,Jury,9,10.625
1973,Final,United Kingdom,Yugoslavia,Jury,8,9.25
1973,Final,United Kingdom,Monaco,Jury,8,9.25
1973,Final,United Kingdom,Switzerland,Jury,8,9.25
1973,Final,United Kingdom,France,Jury,8,9.25
1973,Final,United Kingdom,Norway,Jury,7,7.875
1973,Final,United Kingdom,Germany,Jury,7,7.875
1973,Final,United Kingdom,Belgium,Jury,6,6.5
1973,Final,United Kingdom,Portugal,Jury,6,6.5
1973,Final,United Kingdom,Italy,Jury,5,5.125
1973,Final,United Kingdom,Spain,Jury,4,3.75
1973,Final,France,Yugoslavia,Jury,7,7.875
1973,Final,France,Monaco,Jury,5,5.125
1973,Final,France,Netherlands,Jury,5,5.125
1973,Final,France,Sweden,Jury,5,5.125
1973,Final,France,Ireland,Jury,5,5.125
1973,Final,France,Spain,Jury,5,5.125
1973,Final,France,United Kingdom,Jury,5,5.125
1973,Final,France,Germany,Jury,4,3.75
1973,Final,France,Switzerland,Jury,4,3.75
1973,Final,France,Norway,Jury,4,3.75
1973,Final,France,Finland,Jury,4,3.75
1973,Final,France,Belgium,Jury,3,2.375
1973,Final,France,Luxembourg,Jury,3,2.375
1973,Final,France,Italy,Jury,2,1.0
1973,Final,France,Israel,Jury,2,1.0
1973,Final,France,Portugal,Jury,2,1.0
1973,Final,Israel,Luxembourg,Jury,8,9.25
1973,Final,Israel,Ireland,Jury,7,7.875
1973,Final,Israel,Monaco,Jury,7,7.875
1973,Final,Israel,Yugoslavia,Jury,7,7.875
1973,Final,Israel,Germany,Jury,7,7.875
1973,Final,Israel,Italy,Jury,7,7.875
1973,Final,Israel,Finland,Jury,6,6.5
1973,Final,Israel,Switzerland,Jury,6,6.5
1973,Final,Israel,Belgium,Jury,6,6.5
1973,Final,Israel,Netherlands,Jury,6,6.5
1973,Final,Israel,Sweden,Jury,6,6.5
1973,Final,Israel,Norway,Jury,5,5.125
1973,Final,Israel,United Kingdom,Jury,5,5.125
1973,Final,Israel,France,Jury,5,5.125
1973,Final,Israel,Portugal,Jury,5,5.125
1973,Final,Israel,Spain,Jury,4,3.75
1974,Final,Finland,Israel,Jury,2,3.75
1974,Final,Finland,Ireland,Jury,1,1.0
1974,Final,Finland,United Kingdom,Jury,1,1.0
1974,Final,United Kingdom,Yugoslavia,Jury,4,9.25
1974,Final,United Kingdom,Italy,Jury,3,6.5
1974,Final,United Kingdom,Germany,Jury,2,3.75
1974,Final,United Kingdom,Finland,Jury,1,1.0
1974,Final,United Kingdom,Ireland,Jury,1,1.0
1974,Final,United Kingdom,Switzerland,Jury,1,1.0
1974,Final,United Kingdom,Belgium,Jury,1,1.0
1974,Final,United Kingdom,Greece,Jury,1,1.0
1974,Final,Spain,Monaco,Jury,3,6.5
1974,Final,Spain,Portugal,Jury,2,3.75
1974,Final,Spain,Norway,Jury,2,3.75
1974,Final,Spain,Germany,Jury,1,1.0
1974,Final,Spain,Luxembourg,Jury,1,1.0
1974,Final,Spain,Netherlands,Jury,1,1.0
1974,Final,Norway,Monaco,Jury,1,1.0
1974,Final,Norway,Belgium,Jury,1,1.0
1974,Final,Norway,Sweden,Jury,1,1.0
1974,Final,Greece,Netherlands,Jury,4,9.25
1974,Final,Greece,Sweden,Jury,2,3.75
1974,Final,Greece,Portugal,Jury,1,1.0
1974,Final,Israel,Italy,Jury,3,6.5
1974,Final,Israel,United Kingdom,Jury,2,3.75
1974,Final,Israel,Netherlands,Jury,2,3.75
1974,Final,Israel,Portugal,Jury,2,3.75
1974,Final,Israel,Ireland,Jury,1,1.0
1974,Final,Israel,Sweden,Jury,1,1.0
1974,Final,Yugoslavia,Italy,Jury,2,3.75
1974,Final,Yugoslavia,Belgium,Jury,1,1.0
1974,Final,Yugoslavia,Portugal,Jury,1,1.0
1974,Final,Yugoslavia,Finland,Jury,1,1.0
1974,Final,Yugoslavia,Spain,Jury,1,1.0
1974,Final,Sweden,Finland,Jury,5,12.0
1974,Final,Sweden,Switzerland,Jury,5,12.0
1974,Final,Sweden,Netherlands,Jury,3,6.5
1974,Final,Sweden,Israel,Jury,2,3.75
1974,Final,Sweden,Norway,Jury,2,3.75
1974,Final,Sweden,Germany,Jury,2,3.75
1974,Final,Sweden,Portugal,Jury,1,1.0
1974,Final,Sweden,Ireland,Jury,1,1.0
1974,Final,Sweden,Spain,Jury,1,1.0
1974,Final,Sweden,Yugoslavia,Jury,1,1.0
1974,Final,Sweden,Luxembourg,Jury,1,1.0
1974,Final,Luxembourg,Ireland,Jury,3,6.5
1974,Final,Luxembourg,Yugoslavia,Jury,2,3.75
1974,Final,Luxembourg,Israel,Jury,2,3.75
1974,Final,Luxembourg,Italy,Jury,2,3.75
1974,Final,Luxembourg,Spain,Jury,1,1.0
1974,Final,Luxembourg,Germany,Jury,1,1.0
1974,Final,Luxembourg,Belgium,Jury,1,1.0
1974,Final,Luxembourg,Greece,Jury,1,1.0
1974,Final,Luxembourg,Monaco,Jury,1,1.0
1974,Final,Monaco,Luxembourg,Jury,2,3.75
1974,Final,Monaco,Spain,Jury,2,3.75
1974,Final,Monaco,Germany,Jury,2,3.75
1974,Final,Monaco,Belgium,Jury,2,3.75
1974,Final,Monaco,Sweden,Jury,1,1.0
1974,Final,Monaco,Israel,Jury,1,1.0
1974,Final,Monaco,Portugal,Jury,1,1.0
1974,Final,Monaco,Norway,Jury,1,1.0
1974,Final,Monaco,Ireland,Jury,1,1.0
1974,Final,Monaco,Switzerland,Jury,1,1.0
1974,Final,Belgium,Greece,Jury,5,12.0
1974,Final,Belgium,Luxembourg,Jury,3,6.5
1974,Final,Belgium,Norway,Jury,2,3.75
1974,Final,Netherlands,Sweden,Jury,3,6.5
1974,Final,Netherlands,Yugoslavia,Jury,3,6.5
1974,Final,Netherlands,Greece,Jury,2,3.75
1974,Final,Netherlands,Germany,Jury,1,1.0
1974,Final,Netherlands,Belgium,Jury,1,1.0
1974,Final,Netherlands,Israel,Jury,1,1.0
1974,Final,Netherlands,Portugal,Jury,1,1.0
1974,Final,Netherlands,Norway,Jury,1,1.0
1974,Final,Netherlands,Finland,Jury,1,1.0
1974,Final,Netherlands,Ireland,Jury,1,1.0
1974,Final,Ireland,Spain,Jury,2,3.75
1974,Final,Ireland,Luxembourg,Jury,2,3.75
1974,Final,Ireland,Sweden,Jury,2,3.75
1974,Final,Ireland,Norway,Jury,2,3.75
1974,Final,Ireland,United Kingdom,Jury,1,1.0
1974,Final,Ireland,Israel,Jury,1,1.0
1974,Final,Ireland,Monaco,Jury,1,1.0
1974,Final,Germany,Switzerland,Jury,1,1.0
1974,Final,Germany,Belgium,Jury,1,1.0
1974,Final,Germany,Greece,Jury,1,1.0
1974,Final,Switzerland,United Kingdom,Jury,1,1.0
1974,Final,Switzerland,Germany,Jury,1,1.0
1974,Final,Switzerland,Belgium,Jury,1,1.0
1974,Final,Portugal,Switzerland,Jury,2,3.75
1974,Final,Portugal,Spain,Jury,1,1.0
1974,Final,Italy,United Kingdom,Jury,5,12.0
1974,Final,Italy,Monaco,Jury,4,9.25
1974,Final,Italy,Finland,Jury,2,3.75
1974,Final,Italy,Spain,Jury,2,3.75
1974,Final,Italy,Ireland,Jury,1,1.0
1974,Final,Italy,Belgium,Jury,1,1.0
1974,Final,Italy,Luxembourg,Jury,1,1.0
1974,Final,Italy,Israel,Jury,1,1.0
1974,Final,Italy,Portugal,Jury,1,1.0
1975,Final,Netherlands,Sweden,Jury,12,12.0
1975,Final,Netherlands,Israel,Jury,12,12.0
1975,Final,Netherlands,Spain,Jury,12,12.0
1975,Final,Netherlands,Norway,Jury,12,12.0
1975,Final,Netherlands,United Kingdom,Jury,12,12.0
1975,Final,Netherlands,Malta,Jury,12,12.0
1975,Final,Netherlands,Luxembourg,Jury,10,10.0
1975,Final,Netherlands,Finland,Jury,10,10.0
1975,Final,Netherlands,Monaco,Jury,10,10.0
1975,Final,Netherlands,Ireland,Jury,8,8.0
1975,Final,Netherlands,Yugoslavia,Jury,8,8.0
1975,Final,Netherlands,Germany,Jury,8,8.0
1975,Final,Netherlands,Portugal,Jury,7,7.0
1975,Final,Netherlands,Switzerland,Jury,6,6.0
1975,Final,Netherlands,France,Jury,5,5.0
1975,Final,Netherlands,Türkiye,Jury,4,4.0
1975,Final,Netherlands,Belgium,Jury,3,3.0
1975,Final,Netherlands,Italy,Jury,1,1.0
1975,Final,Ireland,Belgium,Jury,12,12.0
1975,Final,Ireland,Sweden,Jury,10,10.0
1975,Final,Ireland,Switzerland,Jury,7,7.0
1975,Final,Ireland,France,Jury,6,6.0
1975,Final,Ireland,United Kingdom,Jury,6,6.0
1975,Final,Ireland,Netherlands,Jury,6,6.0
1975,Final,Ireland,Norway,Jury,4,4.0
1975,Final,Ireland,Italy,Jury,4,4.0
1975,Final,Ireland,Malta,Jury,4,4.0
1975,Final,Ireland,Portugal,Jury,4,4.0
1975,Final,Ireland,Spain,Jury,3,3.0
1975,Final,Ireland,Finland,Jury,1,1.0
1975,Final,Ireland,Yugoslavia,Jury,1,1.0
1975,Final,France,Portugal,Jury,12,12.0
1975,Final,France,Ireland,Jury,12,12.0
1975,Final,France,Netherlands,Jury,8,8.0
1975,Final,France,Sweden,Jury,8,8.0
1975,Final,France,Italy,Jury,8,8.0
1975,Final,France,Spain,Jury,8,8.0
1975,Final,France,United Kingdom,Jury,8,8.0
1975,Final,France,Israel,Jury,7,7.0
1975,Final,France,Malta,Jury,7,7.0
1975,Final,France,Monaco,Jury,7,7.0
1975,Final,France,Switzerland,Jury,3,3.0
1975,Final,France,Belgium,Jury,2,2.0
1975,Final,France,Türkiye,Jury,1,1.0
1975,Final,Germany,Luxembourg,Jury,8,8.0
1975,Final,Germany,Spain,Jury,4,4.0
1975,Final,Germany,Malta,Jury,3,3.0
1975,Final,Luxembourg,Netherlands,Jury,12,12.0
1975,Final,Luxembourg,Italy,Jury,10,10.0
1975,Final,Luxembourg,Ireland,Jury,10,10.0
1975,Final,Luxembourg,Portugal,Jury,8,8.0
1975,Final,Luxembourg,Yugoslavia,Jury,7,7.0
1975,Final,Luxembourg,Israel,Jury,6,6.0
1975,Final,Luxembourg,Spain,Jury,6,6.0
1975,Final,Luxembourg,Türkiye,Jury,5,5.0
1975,Final,Luxembourg,Finland,Jury,5,5.0
1975,Final,Luxembourg,Malta,Jury,5,5.0
1975,Final,Luxembourg,Sweden,Jury,4,4.0
1975,Final,Luxembourg,France,Jury,3,3.0
1975,Final,Luxembourg,United Kingdom,Jury,3,3.0
1975,Final,Norway,Italy,Jury,7,7.0
1975,Final,Norway,Netherlands,Jury,2,2.0
1975,Final,Norway,Monaco,Jury,2,2.0
1975,Final,Switzerland,Italy,Jury,12,12.0
1975,Final,Switzerland,France,Jury,10,10.0
1975,Final,Switzerland,Belgium,Jury,8,8.0
1975,Final,Switzerland,Netherlands,Jury,7,7.0
1975,Final,Switzerland,Türkiye,Jury,7,7.0
1975,Final,Switzerland,Germany,Jury,6,6.0
1975,Final,Switzerland,Malta,Jury,6,6.0
1975,Final,Switzerland,Monaco,Jury,5,5.0
1975,Final,Switzerland,United Kingdom,Jury,5,5.0
1975,Final,Switzerland,Finland,Jury,4,4.0
1975,Final,Switzerland,Ireland,Jury,2,2.0
1975,Final,Switzerland,Luxembourg,Jury,2,2.0
1975,Final,Switzerland,Portugal,Jury,2,2.0
1975,Final,Switzerland,Norway,Jury,1,1.0
1975,Final,Yugoslavia,Sweden,Jury,7,7.0
1975,Final,Yugoslavia,Belgium,Jury,5,5.0
1975,Final,Yugoslavia,Ireland,Jury,4,4.0
1975,Final,Yugoslavia,Netherlands,Jury,3,3.0
1975,Final,Yugoslavia,Germany,Jury,2,2.0
1975,Final,Yugoslavia,Portugal,Jury,1,1.0
1975,Final,United Kingdom,Monaco,Jury,12,12.0
1975,Final,United Kingdom,Luxembourg,Jury,12,12.0
1975,Final,United Kingdom,France,Jury,12,12.0
1975,Final,United Kingdom,Yugoslavia,Jury,12,12.0
1975,Final,United Kingdom,Germany,Jury,10,10.0
1975,Final,United Kingdom,Belgium,Jury,10,10.0
1975,Final,United Kingdom,Israel,Jury,10,10.0
1975,Final,United Kingdom,Spain,Jury,10,10.0
1975,Final,United Kingdom,Malta,Jury,8,8.0
1975,Final,United Kingdom,Switzerland,Jury,8,8.0
1975,Final,United Kingdom,Norway,Jury,7,7.0
1975,Final,United Kingdom,Finland,Jury,7,7.0
1975,Final,United Kingdom,Sweden,Jury,5,5.0
1975,Final,United Kingdom,Portugal,Jury,5,5.0
1975,Final,United Kingdom,Netherlands,Jury,4,4.0
1975,Final,United Kingdom,Italy,Jury,3,3.0
1975,Final,United Kingdom,Ireland,Jury,3,3.0
1975,Final,Malta,France,Jury,8,8.0
1975,Final,Malta,Belgium,Jury,7,7.0
1975,Final,Malta,Luxembourg,Jury,5,5.0
1975,Final,Malta,Switzerland,Jury,4,4.0
1975,Final,Malta,Türkiye,Jury,2,2.0
1975,Final,Malta,Norway,Jury,2,2.0
1975,Final,Malta,Yugoslavia,Jury,2,2.0
1975,Final,Malta,Netherlands,Jury,1,1.0
1975,Final,Malta,Israel,Jury,1,1.0
1975,Final,Belgium,Germany,Jury,7,7.0
1975,Final,Belgium,Netherlands,Jury,5,5.0
1975,Final,Belgium,Yugoslavia,Jury,3,3.0
1975,Final,Belgium,Sweden,Jury,2,2.0
1975,Final,Israel,Netherlands,Jury,10,10.0
1975,Final,Israel,Sweden,Jury,6,6.0
1975,Final,Israel,Türkiye,Jury,6,6.0
1975,Final,Israel,Norway,Jury,5,5.0
1975,Final,Israel,Finland,Jury,3,3.0
1975,Final,Israel,Switzerland,Jury,2,2.0
1975,Final,Israel,Italy,Jury,2,2.0
1975,Final,Israel,Ireland,Jury,1,1.0
1975,Final,Israel,United Kingdom,Jury,1,1.0
1975,Final,Israel,Germany,Jury,1,1.0
1975,Final,Israel,Belgium,Jury,1,1.0
1975,Final,Israel,Luxembourg,Jury,1,1.0
1975,Final,Israel,France,Jury,1,1.0
1975,Final,Türkiye,Monaco,Jury,3,3.0
1975,Final,Monaco,Italy,Jury,5,5.0
1975,Final,Monaco,Luxembourg,Jury,4,4.0
1975,Final,Monaco,Germany,Jury,3,3.0
1975,Final,Monaco,Portugal,Jury,3,3.0
1975,Final,Monaco,United Kingdom,Jury,2,2.0
1975,Final,Monaco,Israel,Jury,2,2.0
1975,Final,Monaco,Finland,Jury,2,2.0
1975,Final,Monaco,Malta,Jury,1,1.0
1975,Final,Finland,Germany,Jury,12,12.0
1975,Final,Finland,Switzerland,Jury,12,12.0
1975,Final,Finland,Norway,Jury,10,10.0
1975,Final,Finland,Israel,Jury,8,8.0
1975,Final,Finland,Monaco,Jury,8,8.0
1975,Final,Finland,Luxembourg,Jury,6,6.0
1975,Final,Finland,Yugoslavia,Jury,5,5.0
1975,Final,Finland,Ireland,Jury,5,5.0
1975,Final,Finland,United Kingdom,Jury,4,4.0
1975,Final,Finland,Sweden,Jury,3,3.0
1975,Final,Finland,Spain,Jury,1,1.0
1975,Final,Portugal,Türkiye,Jury,12,12.0
1975,Final,Portugal,France,Jury,2,2.0
1975,Final,Portugal,Spain,Jury,2,2.0
1975,Final,Spain,Finland,Jury,8,8.0
1975,Final,Spain,Ireland,Jury,7,7.0
1975,Final,Spain,Italy,Jury,6,6.0
1975,Final,Spain,Germany,Jury,5,5.0
1975,Final,Spain,Switzerland,Jury,5,5.0
1975,Final,Spain,Yugoslavia,Jury,4,4.0
1975,Final,Spain,Belgium,Jury,4,4.0
1975,Final,Spain,Israel,Jury,4,4.0
1975,Final,Spain,Monaco,Jury,4,4.0
1975,Final,Spain,Türkiye,Jury,3,3.0
1975,Final,Spain,Norway,Jury,3,3.0
1975,Final,Sweden,Türkiye,Jury,8,8.0
1975,Final,Sweden,Norway,Jury,8,8.0
1975,Final,Sweden,United Kingdom,Jury,7,7.0
1975,Final,Sweden,Luxembourg,Jury,7,7.0
1975,Final,Sweden,France,Jury,7,7.0
1975,Final,Sweden,Yugoslavia,Jury,6,6.0
1975,Final,Sweden,Portugal,Jury,6,6.0
1975,Final,Sweden,Finland,Jury,6,6.0
1975,Final,Sweden,Monaco,Jury,6,6.0
1975,Final,Sweden,Spain,Jury,5,5.0
1975,Final,Sweden,Israel,Jury,3,3.0
1975,Final,Sweden,Malta,Jury,2,2.0
1975,Final,Sweden,Switzerland,Jury,1,1.0
1975,Final,Italy,Finland,Jury,12,12.0
1975,Final,Italy,Malta,Jury,10,10.0
1975,Final,Italy,Switzerland,Jury,10,10.0
1975,Final,Italy,Türkiye,Jury,10,10.0
1975,Final,Italy,Portugal,Jury,10,10.0
1975,Final,Italy,United Kingdom,Jury,10,10.0
1975,Final,Italy,Yugoslavia,Jury,10,10.0
1975,Final,Italy,Spain,Jury,7,7.0
1975,Final,Italy,Belgium,Jury,6,6.0
1975,Final,Italy,Ireland,Jury,6,6.0
1975,Final,Italy,Norway,Jury,6,6.0
1975,Final,Italy,Israel,Jury,5,5.0
1975,Final,Italy,Germany,Jury,4,4.0
1975,Final,Italy,France,Jury,4,4.0
1975,Final,Italy,Luxembourg,Jury,3,3.0
1975,Final,Italy,Monaco,Jury,1,1.0
1975,Final,Italy,Sweden,Jury,1,1.0
1976,Final,United Kingdom,Switzerland,Jury,12,12.0
1976,Final,United Kingdom,Belgium,Jury,12,12.0
1976,Final,United Kingdom,Israel,Jury,12,12.0
1976,Final,United Kingdom,Greece,Jury,12,12.0
1976,Final,United Kingdom,Portugal,Jury,12,12.0
1976,Final,United Kingdom,Spain,Jury,12,12.0
1976,Final,United Kingdom,Norway,Jury,12,12.0
1976,Final,United Kingdom,Finland,Jury,10,10.0
1976,Final,United Kingdom,Monaco,Jury,10,10.0
1976,Final,United Kingdom,Austria,Jury,10,10.0
1976,Final,United Kingdom,Netherlands,Jury,10,10.0
1976,Final,United Kingdom,Yugoslavia,Jury,10,10.0
1976,Final,United Kingdom,Germany,Jury,8,8.0
1976,Final,United Kingdom,Luxembourg,Jury,8,8.0
1976,Final,United Kingdom,France,Jury,7,7.0
1976,Final,United Kingdom,Italy,Jury,4,4.0
1976,Final,United Kingdom,Ireland,Jury,3,3.0
1976,Final,Switzerland,United Kingdom,Jury,12,12.0
1976,Final,Switzerland,Norway,Jury,10,10.0
1976,Final,Switzerland,Austria,Jury,8,8.0
1976,Final,Switzerland,Portugal,Jury,7,7.0
1976,Final,Switzerland,Finland,Jury,7,7.0
1976,Final,Switzerland,Yugoslavia,Jury,7,7.0
1976,Final,Switzerland,Belgium,Jury,7,7.0
1976,Final,Switzerland,France,Jury,6,6.0
1976,Final,Switzerland,Netherlands,Jury,6,6.0
1976,Final,Switzerland,Germany,Jury,5,5.0
1976,Final,Switzerland,Israel,Jury,4,4.0
1976,Final,Switzerland,Spain,Jury,4,4.0
1976,Final,Switzerland,Monaco,Jury,4,4.0
1976,Final,Switzerland,Greece,Jury,2,2.0
1976,Final,Switzerland,Ireland,Jury,1,1.0
1976,Final,Switzerland,Luxembourg,Jury,1,1.0
1976,Final,Germany,Yugoslavia,Jury,3,3.0
1976,Final,Germany,Luxembourg,Jury,2,2.0
1976,Final,Germany,France,Jury,2,2.0
1976,Final,Germany,Spain,Jury,2,2.0
1976,Final,Germany,Switzerland,Jury,2,2.0
1976,Final,Germany,Belgium,Jury,1,1.0
1976,Final,Israel,Italy,Jury,10,10.0
1976,Final,Israel,Finland,Jury,8,8.0
1976,Final,Israel,Yugoslavia,Jury,8,8.0
1976,Final,Israel,Switzerland,Jury,7,7.0
1976,Final,Israel,Luxembourg,Jury,7,7.0
1976,Final,Israel,Norway,Jury,7,7.0
1976,Final,Israel,United Kingdom,Jury,6,6.0
1976,Final,Israel,Austria,Jury,6,6.0
1976,Final,Israel,Belgium,Jury,5,5.0
1976,Final,Israel,Ireland,Jury,4,4.0
1976,Final,Israel,Germany,Jury,3,3.0
1976,Final,Israel,Netherlands,Jury,2,2.0
1976,Final,Israel,Portugal,Jury,2,2.0
1976,Final,Israel,Spain,Jury,1,1.0
1976,Final,Israel,Monaco,Jury,1,1.0
1976,Final,Luxembourg,Ireland,Jury,6,6.0
1976,Final,Luxembourg,Belgium,Jury,6,6.0
1976,Final,Luxembourg,Netherlands,Jury,5,5.0
1976,Final,Belgium,Finland,Jury,12,12.0
1976,Final,Belgium,Portugal,Jury,8,8.0
1976,Final,Belgium,Monaco,Jury,8,8.0
1976,Final,Belgium,Italy,Jury,8,8.0
1976,Final,Belgium,United Kingdom,Jury,7,7.0
1976,Final,Belgium,Switzerland,Jury,6,6.0
1976,Final,Belgium,Norway,Jury,6,6.0
1976,Final,Belgium,France,Jury,5,5.0
1976,Final,Belgium,Netherlands,Jury,4,4.0
1976,Final,Belgium,Austria,Jury,3,3.0
1976,Final,Belgium,Israel,Jury,1,1.0
1976,Final,Ireland,Italy,Jury,12,12.0
1976,Final,Ireland,United Kingdom,Jury,10,10.0
1976,Final,Ireland,Greece,Jury,8,8.0
1976,Final,Ireland,Monaco,Jury,6,6.0
1976,Final,Ireland,Spain,Jury,5,5.0
1976,Final,Ireland,Luxembourg,Jury,3,3.0
1976,Final,Ireland,Israel,Jury,3,3.0
1976,Final,Ireland,France,Jury,3,3.0
1976,Final,Ireland,Austria,Jury,2,2.0
1976,Final,Ireland,Yugoslavia,Jury,1,1.0
1976,Final,Ireland,Germany,Jury,1,1.0
1976,Final,Netherlands,Israel,Jury,8,8.0
1976,Final,Netherlands,Greece,Jury,7,7.0
1976,Final,Netherlands,Portugal,Jury,6,6.0
1976,Final,Netherlands,Yugoslavia,Jury,5,5.0
1976,Final,Netherlands,Germany,Jury,4,4.0
